datetime,carbon_intensity,custom_electricity_score,custom_electricity_input_kwh_per_kwh,REP_SEASON,REP_KIND,PEM operation
2025-05-24 08:00:00,46.0,0.11594798793648858,1.031642692177,Spring,top10,6.456265705310083
2025-05-24 08:30:00,47.0,0.1202940417751297,1.032674334869177,Spring,top10,6.690952612596704
2025-05-24 09:00:00,45.0,0.11660687798061758,1.0316426921769999,Spring,top10,6.491845767693049
2025-05-24 09:30:00,46.0,0.12331932292176877,1.031642692177,Spring,top10,6.854317794515214
2025-05-24 10:00:00,59.0,0.15518723712739063,1.0316426921769999,Spring,top10,8.575185161618792
2025-05-24 10:30:00,52.0,0.15015327089192876,1.030611049484823,Spring,top10,8.303350984903853
2025-05-24 11:00:00,48.0,0.12231883553051691,1.0316426921769997,Spring,top10,6.800291475387613
2025-05-24 11:30:00,47.0,0.11835469561795928,1.032674334869177,Spring,top10,6.586227920109501
2025-05-24 12:00:00,46.0,0.11694044939377018,1.0326743348691771,Spring,top10,6.50985862400329
2025-05-24 12:30:00,46.0,0.11475636615125041,1.0306110494848228,Spring,top10,6.391918128907222
2025-05-24 13:00:00,42.0,0.11754196955863307,1.032674334869177,Spring,top10,6.542340712905886
2025-05-24 13:30:00,42.0,0.11741995900677488,1.030611049484823,Spring,top10,6.535752143105543
2025-05-24 14:00:00,41.0,0.1133951945992824,1.0306110494848228,Spring,top10,6.31841486510095
2025-05-24 14:30:00,41.0,0.11533946695950938,1.0316426921769999,Spring,top10,6.423405572553206
2025-05-24 15:00:00,42.0,0.12067443336723219,1.0316426921769999,Spring,top10,6.711493758570238
2025-05-24 15:30:00,46.0,0.12382789784160915,1.0316426921769999,Spring,top10,6.881780840186594
2025-05-24 16:00:00,54.0,0.13839851649052518,1.0337059775613535,Spring,top10,7.668594247228059
2025-05-24 16:30:00,58.0,0.14580671214857155,1.0316426921769999,Spring,top10,8.068636812762563
2025-05-24 17:00:00,59.0,0.15244904975271356,1.0337059775613537,Spring,top10,8.427323043386231
2025-05-24 17:30:00,58.0,0.1496117777548593,1.0306110494848228,Spring,top10,8.274110355502101
2025-05-24 18:00:00,57.0,0.14804221798615866,1.032674334869177,Spring,top10,8.189354127992267
2025-05-24 18:30:00,55.0,0.14318358068142273,1.0316426921769999,Spring,top10,7.926987713536527
2025-05-24 19:00:00,53.0,0.13559706108765301,1.0306110494848228,Spring,top10,7.517315655472963
2025-05-24 19:30:00,51.0,0.12722640092875728,1.0306110494848228,Spring,top10,7.065300006892593
2025-05-24 20:00:00,52.0,0.1280642229542386,1.0316426921769999,Spring,top10,7.110542396268585
2025-05-24 20:30:00,52.0,0.12723973562267726,1.0316426921769999,Spring,top10,7.0660200803642725
2025-05-24 21:00:00,52.0,0.1220877988113086,1.0306110494848228,Spring,top10,6.787815492550364
2025-05-24 21:30:00,49.0,0.11713676791609874,1.0326743348691767,Spring,top10,6.520459824209032
